Rent,Address,Zip,num_bedrooms,num_bathrooms,num_sqft
"$1,895",251 Jarvis Street,M5B,1,1,562
"$2,650",181 Dundas Street East,M5A,2,1,
"$2,150",181 Dundas Street East,M5A,1,1,
"$1,400",10 Capreol Court,M5V,2,2 ½,800
"$3,000",101 Charles Street East,M4Y,2,2,
"$2,700",4 Spadina Avenue,M5V,2,2,
"$2,950",8 Mercer Street,M5V,2,1 ½,750
"$2,600",85 Bloor Street East,M4W,1,1,
"$2,150",14 York Street,M5J,1,1,514
"$2,700",386 Yonge Street,M5G,2,2,
"$2,200",251 Jarvis Street,M5B,2,1,539
"$2,180",89 Dunfield Avenue,None,1,1,598
"$2,900",15 Grenville Street,M4Y,2,2,
"$2,250",629 King Street West,M5V,1,1,
"$2,000",365 Church Street,M5B,1,1,
"$2,199",352 Front Street West,M5V,1,1,500
"$2,900",320 Richmond Street East,M5A,2,2,800
"$2,450",38 The Esplanade,M5E,2,1,670
"$1,950",4 Spadina Avenue,M5V,1,1,557
"$1,925",101 Erskine Avenue,M4P,1,1,592
"$2,050",560 King Street West,M5V,1,1,470
"$1,950",3 Market Street,M5E,1,1,
"$2,250",25 Telegram Mews,M5V,1,1,
"$2,900",5 Saint Joseph Street,M4Y,1,2,
"$2,300",36 Lisgar Street,M6J,2,1,610
"$3,100",12 Yonge Street,M5E,2,2,
"$2,130",10 York Street,M5J,1,1,
"$2,650",70 Temperance Street,M5H,2,2,750
"$2,100",185 Roehampton Avenue,M4P,1,2,610
"$2,380",16 Bonnycastle Street,M5A,1,1,
"$2,000",87 Peter Street,M5V,1,1,
"$2,100",161 Roehampton Avenue,M4P,1,2,
"$2,580",15 Queens Quay East,M5E,2,1,
"$1,900",181 Dundas Street East,M5A,1,1,
"$2,900",8 York Street,M5J,2,2,
"$2,100",197 Yonge Street,M5B,1,1,645
"$4,500",210 Victoria Street,M5B,2,3,1450
"$2,300",85 Wood Street,M4Y,1,1,
"$3,750",14 York Street,M5J,3,2,
"$2,200",Baseball Place,M4M,2,1,620
"$2,650",761 Bay Street,M5G,1,1,650
"$2,850",55 Bloor Street East,M4W,2,2,
"$2,000",40 Scollard Street,M5R,1,1,800
"$1,825",111 Bathurst Street,M5V,1,1,
"$6,300",7 Grenville St | Unit: 6412,M4Y,2,3,1504
"$2,400",11 Wellesley Street West,M4Y,1,1,580
"$2,350",18 Beverley Street,M5T,1,1,
"$2,800",701 King Street West,M5V,2,2,1100
"$2,100",650 Queens Quay West,M5V,1,1,
"$2,100",45 Charles Street East,M4Y,1,1,
"$2,300",21 Widmer Street,M5V,1,1,
"$2,275",629 King Street West,M5V,1,1,500
"$2,200",30 Ordnance Street,M6K,1,1,565
"$2,000",87 Peter Street,M5V,1,1,499
"$2,200",120 Parliament Street,M5A,1,1,615
"$2,705",1100 King Street West,M6K,2,2,700
"$2,295",300 Balliol Street,M4S,1,1,600
"$1,850",115 Blue Jays Way,M5V,1,1,472
"$2,800",8 Telegram Mews,M5V,2,2,750
"$2,900",37 Grosvenor Street,M4Y,2,2,800
"$1,850",20 Joe Shuster Way,M6K,1,1,500
"$2,095",15 Stafford Street,M5V,1,1,730
"$2,100 - $2,795",55 Merchants Wharf,M5A,1 - 2,1 - 2,576-924
"$1,695",Richardson Street,M5A,1,1,334
"$2,190 - $2,700",100 Harbour Street,M5J,1 - 2,1 - 2,780
"$2,275",102 Bloor Street West,M5S,1,1,680
"$3,250",900 Mount Pleasant Road,M4P,2,1 ½ - 2,1100
"$2,695",955 Bay Street,M5S,2,2,714
"$2,000",125 Redpath Avenue,M4S,1,1,
"$2,100",1030 King Street West,M6K,1,1,600
"$2,500",68 Abell Street,M6J,2,1,
"$2,200",290 Adelaide Street West,M5V,1,1,700
"$2,500",88 Blue Jays Way,M5V,1,1,
"$2,100",15 Iceboat Terrace,M5V,1,1,
"$2,700",65 Bremner Boulevard,M5J,2,2,
"$3,050",15 Grenville Street,M4Y,2,2,729
"$1,900",1 Belsize Drive,M4S,1,1,540
"$3,200",197 Yonge Street,M5B,2,2,804
"$2,000",251 Jarvis Street,M5B,1,1,520
"$2,400",85 Queens Wharf Road,M5V,1,1,500
"$3,000",705 King Street West,M5V,2,2,1100
"$1,950",251 Jarvis Street,M5B,1,1,
"$2,250",21 Iceboat Terrace,M5V,1,1,
"$3,250",10 York Street,M5J,2,2,
"$2,250",88 Harbour Street,M5J,1,1,581
"$2,100",111 Saint Clair Avenue West,M4V,1,1,650
"$2,200",51 Lower Simcoe Street,M5J,1,1,550
"$2,100",251 Jarvis Street,M5B,1,1,490
"$2,800",10 Capreol Court,M5V,2,2,
"$2,200",1 Belsize Drive,M4S,1,1,
"$1,850",115 Blue Jays Way,M5V,1,1,540
"$2,100",219 Fort York Boulevard,M5V,1,1,
"$1,795 - $1,875",560 Front Street West,M5V,1,1,495-505
"$2,750",197 Yonge Street,M5B,2,2,806
"$1,800",251 Jarvis Street,M5B,1,1,527
"$3,375",8 Charlotte Street,M5V,2,2,833
"$2,000",120 Parliament Street,M5A,1,1,555
"$2,600",140 Bathurst Street,M5V,2,1,
"$2,300",2181 Yonge Street,M4S,1,1,
"$1,100",81 Navy Wharf Court,M5V,1,1,500
"$2,550",15 Iceboat Terrace,M5V,2,2,
"$2,200",30 Roehampton Avenue,M4P,2,1,675
"$2,500",75 Queens Wharf Road,M5V,1,1,
"$2,950",15 Grenville Street,M4Y,2,2,
"$3,275",1 The Esplanade,M5E,2,2,880
"$2,100",1055 Bay Street,M5S,1,1,
"$2,500",188 Cumberland Street,M5R,1,1,555
"$2,250",251 Jarvis Street,M5B,2,1,
"$2,100",161 Roehampton Avenue,M4P,1,1,574
"$2,000",251 Jarvis Street,M5B,1,1,
"$2,800",37 Grosvenor Street,M4Y,2,2,
"$1,875 - $3,100",15 Merchants Wharf,M5A,1 - 2,1 - 2,559-983
"$2,000",1005 King Street West,M6K,1,1,
"$2,350",10 York Street,M5J,1,1,650
"$2,000",51 Lower Simcoe Street,M5J,1,1,
"$2,600",14 York Street,M5J,2,2,
"$2,100",426 University Avenue,M5G,1,1,538
"$1,950",181 Dundas Street East,M5A,1,1,
"$3,700",140 Simcoe Street,M5H,2,2,1176
"$3,200",55 East Liberty Street,M6K,2,2,
"$1,950",555 Yonge Street,M4Y,1,1,600
"$2,200",30 Roehampton Avenue,M4P,1,2,600
"$2,780",44 Gerrard Street West,M5G,2,1 ½,1000
"$2,550",85 Wood Street,M4Y,2,2,860
"$2,100",14 York Street,M5J,1,1,
"$2,000",75 Queens Wharf Road,M5V,1,1,555
"$2,050 - $2,100",44 St Joseph Street,M4Y,1,1,572-679
"$2,800",701 King Street West,M5V,2,1,
"$2,800",42 Charles Street East,M4Y,2,1,696
"$1,100",81 Navy Wharf Court,M5V,1,1,500
"$3,500",736 Bay Street,M5G,2,2,1050
"$2,000",161 Roehampton Avenue,M4P,1,1,520
"$2,150",300 Front Street West,M5V,1,1,
"$4,000",57 Saint Joseph Street,M5S,3,2,
"$2,500",20 Gladstone Avenue,M6J,2,2,
"$1,950",2191 Yonge Street,M4S,1,1,
"$2,295",1121 Bay Street,M5S,1,1,
"$2,600",55 Bremner Boulevard,M5J,1,1,600
"$2,000",168 Simcoe Street,M5H,1,1,
"$2,900",11 Saint Joseph Street,M4Y,2,2,921
"$2,100",38 Joe Shuster Way,M6K,1,1,
"$2,300",75 Saint Nicholas Street,M4Y,1,1,
"$2,300",1080 Bay Street,M5S,1,1,
"$4,000",151 Avenue Road,M5R,2,2,927
"$1,850",75 Queens Wharf Road,M5V,1,1,575
"$2,500",10 Navy Wharf Court,M5V,1,1,
"$2,800",21 Carlton Street,M5B,2,2,869
"$2,900",65 Bremner Boulevard,M5J,2,2,
"$3,500",85 Queens Wharf Road,M5V,3,2,1050
"$2,000",460 Adelaide Street East,M5A,1,1,
"$2,100",80 Western Battery Road,M6K,1,1,
"$3,000",17 Dundonald Street,M4Y,2,2,
"$2,850",170 Bayview Avenue,M5A,2,1,
"$2,190",30 Ordnance Street,M6K,2,2,
"$2,000",8 Trent Avenue,M4C,1,1,
"$1,900",55 Bremner Boulevard,M5J,1,1,
"$1,950",85 East Liberty Street,M6K,1,1,562
"$2,500",1080 Bay Street,M5S,1,1,699
"$2,200",188 Cumberland Street,M5R,1,1,500
"$1,975 - $2,650",28 Linden Street,M4Y,1 - 2,1 - 2,660-830
"$2,500",181 Dundas Street East,M5A,2,1,675
"$1,750",251 Jarvis Street,M5B,1,1,
"$2,345",761 Bay Street,M5G,1,1,
"$2,650",2131 Yonge Street,M4S,2,2,700
"$2,100",76 Shuter Street,M5B,1,1,600
"$2,900",2181 Yonge Street,M4S,2,2,1023
"$2,400",4 Spadina Avenue,M5V,1,1,
"$5,000",30 Wellington Street East,M5E,2,2,1500
"$1,880",30 Ordnance Street,M6K,1,1,565
"$1,995",115 Blue Jays Way,M5V,1,1,
"$2,100",Baseball Place,M4M,2,1,620
"$2,100",555 Yonge Street,M4Y,1,1,610
"$2,400",181 Dundas Street East,M5A,2,1,
"$2,100",8 York Street,M5J,1,1 ½,691
"$3,000",215 Queen Street West,M5V,3,2,
"$2,400",85 Wood Street,M4Y,2,1,
"$2,100",125 Redpath Avenue,M4S,1,2,600
"$2,460",2055 Danforth Avenue,M4C,2,2,800
"$2,500",43 Eglinton Avenue East,M4P,1,1,700
"$2,550",88 Harbour Street,M5J,1,1,
"$2,200",109 Front Street East,M5A,1,1,
"$1,900",85 Wood Street,M4Y,1,1,
"$2,000",70 Queens Wharf Road,M5V,1,1,535
"$2,600",222 The Esplanade,M5A,1,1,700
"$2,300",150 East Liberty Street,M6K,1,2,680
"$3,650",525 Adelaide Street West,M5V,3,2,1045
"$3,200",12 York Street,M5J,2,1 ½,750
"$1,850",101 Peter Street,M5V,1,1,
"$1,980",560 King Street West,M5V,1,1,500
"$3,200",1121 Bay Street,M5S,2,2,
"$3,200",300 Front Street West,M5V,1,1,700
"$2,890",30 Nelson Street,M5V,2,2,
"$2,178",560 Front Street West,M5V,1,1,550
"$2,500",181 Dundas Street East,M5A,2,1,669
"$2,000",77 Shuter Street,M5B,1,1,504
"$2,300",Billings Avenue,M4L,1,1,672
"$2,280",3 Navy Wharf Court,M5V,1,1,
"$2,550",8 Dovercourt Road,M6J,1,1,750
"$2,350",42 Charles Street East,M4Y,2,1,
"$2,000",185 Roehampton Avenue,M4P,1,1,
"$2,280",85 East Liberty Street,M6K,1,1,
"$2,000",28 Ted Rogers Way,M4Y,1,1,
"$2,600",11 Brunel Court,M5V,1,1,690
"$2,600",833 King Street West,M5V,1,1,820
"$1,950",125 Blue Jays Way,M5V,1,1,
"$2,395",816 Lansdowne Avenue,M6H,2,2,
"$2,200",260 Sackville Street,M5A,1,1,500
"$2,995",900 Mount Pleasant Road,M4P,2,2,762
"$3,400",10 Capreol Court,M5V,2,2,1055
"$2,300",501 Adelaide Street West,M5V,1,1,
"$3,000",117 Gerrard Street East,M5B,1,1,750
"$2,100",223 Saint Clair Avenue West,M4V,1,1,
"$2,350",88 Cumberland Street,M5R,1,1,535
"$2,799",14 York Street,M5J,2,2,
"$1,850",120 Parliament Street,M5A,1,1,490
"$2,099",20 Joe Shuster Way,M6K,1,1,
"$2,050",161 Roehampton Avenue,M4P,1,1,
"$1,950 - $2,650",955 Bay Street,M5S,1 - 2,1,497-600
"$2,550",38 Joe Shuster Way,M6K,2,2,
"$2,200",30 Hayden Street,M4Y,1,1,655
"$1,850",85 Queens Wharf Road,M5V,1,1,
"$2,850",30 Hayden Street,M4Y,2,1,
"$2,100",185 Roehampton Avenue,M4P,1,1,
"$1,950",30 Ordnance Street,M6K,1,1,604
"$2,950",19 Grand Trunk Crescent,M5J,2,2,747
"$1,900",125 Redpath Avenue,M4S,1,1,520
"$1,850",15 Fort York Boulevard,M5V,1,1,
"$1,900",169 Fort York Boulevard,M5V,1,1,521
"$1,900",87 Peter Street,M5V,1,1,
"$3,200",14 York Street,M5J,2,2,800
"$2,250",5 Soudan Avenue,M4S,1,1,590
"$3,495",43 Hanna Avenue,M6K,2,1,
"$1,800",75 Queens Wharf Road,M5V,1,1,540
"$2,200",188 Redpath Avenue,M4P,1,1,
"$2,050",85 Wood Street,M4Y,1,1,
"$2,900",21 Carlton Street,M5B,2,2,854
"$2,350",825 Church Street,M4W,1,1,700
"$1,900",181 Dundas Street East,M5A,1,1,
"$2,600",38 Grenville Street,M4Y,1,1,
"$2,000",200 Sackville Street,M5A,1,1,
"$2,200",18 Yonge Street,M5E,1,1,
"$2,100",98 Lillian Street,M4S,1,1,
"$2,950",188 Eglinton Avenue East,M4P,2,1,1000
"$2,700",60 Berwick Avenue,M5P,2,2,870
"$2,200",85 Bloor Street East,M4W,1,1,520
"$2,400",80 Western Battery Road,M6K,1,1,750
"$3,000",600 Fleet Street,M5V,2,2,800
"$2,900",8 The Esplanade,M5E,2,1,
"$2,200",36 Lisgar Street,M6J,2,2,
"$2,750",15 Maitland Place,M4Y,2,1,
"$2,095",1420 Dupont Street,M6H,2,1,610
"$3,500",75 Queens Wharf Road,M5V,1,1,
"$2,800",14 York Street,M5J,2,1,
"$3,900",111 Saint Clair Avenue West,M4V,2,2,1310
"$2,100",50 Lombard Street,M5C,1,1,550
"$2,250",38 Elm Street,M5G,1,1,610
"$2,100",832 Bay Street,M5S,1,1,500
"$2,300",161 Roehampton Avenue,M4P,1,1 ½,
"$2,300",168 Simcoe Street,M5H,1,1,760
"$2,400",348 Wellington Street West,M5V,1,1,609
"$3,050",33 Charles Street East,M4Y,2,1,840
"$2,150",25 Carlton Street,M5B,1,1,652
"$2,400",25 Maitland Street,M4Y,1,1 ½,699
"$2,400",20 Blue Jays Way,M5V,1,1,
"$2,800",88 Blue Jays Way | Unit: 3107,M5V,1,1,650
"$2,900",25 Grenville Street,M4Y,2,2,
"$2,900",18 Stafford Street,M5V,2,2,980
"$2,800",525 Adelaide Street West,M5V,2,2,
"$2,100",251 Jarvis Street,M5B,1,1,
"$2,250",295 Adelaide Street West,M5V,1,1,
"$2,150",181 Dundas Street East,M5A,1,1,
"$2,550",185 Roehampton Avenue,M4P,2,2,757
"$1,830",181 Dundas Street East,M5A,1,1,
"$2,500",60 Bathurst Street,M5V,1,1,750
"$2,950",83 Redpath Avenue,M4S,2,2,
"$1,950",410 Queens Quay West,M5V,1,1,
"$1,850",111 Elizabeth Street,M5G,1,1,490
"$3,100",7 King Street East,M5C,2,2,
"$2,950",20 Blue Jays Way,M5V,2,2,
"$2,100",70 Temperance Street,M5H,1,1,
"$1,350",8 Scollard Street,M5R,2,2,
"$1,100",81 Navy Wharf Court,M5V,1,1,500
"$1,950",28 Linden Street,M4Y,1,1,515
"$3,300",27 Bathurst Street,M5V,3,2,875
"$2,100",832 Bay Street,M5S,1,1,580
"$2,400",150 Sudbury Street,M6J,2,1 ½,700
"$1,900",5 Mariner Terrace,M5V,1,1,519
"$1,975",35 Hayden Street,M4Y,1,1,
"$2,300",205 Manning Avenue,M6J,1,1,
"$2,300",3 Navy Wharf Court,M5V,1,1,
"$1,800",30 Ordnance Street,M6K,1,1,496
"$2,400",38 Elm Street,M5G,1,1,756
"$1,875",200 Dundas Street East,M5A,1,1,500
"$2,900",88 Blue Jays Way,M5V,1,1,587
"$2,795",609 Avenue Road,M4V,2,2,635
"$2,600",65 Southport Street,M6S,2,2,
"$2,300",85 Wood Street,M4Y,1,1,
"$2,100",85 Queens Wharf Road,M5V,1,1,
"$2,150",460 Adelaide Street East,M5A,1,1,620
"$3,300",5 Mariner Terrace,M5V,2,2,
"$2,480",403 Church Street,M5B,1,2,747
"$3,300",30 Grand Trunk Crescent,M5J,2,2,964
"$2,400",15 Iceboat Terrace,M5V,1,1,660
"$1,900",15 Iceboat Terrace,M5V,1,1,
"$1,950",60 Colborne Street,M5E,1,1,
"$3,000",80 Mill Street,M5A,2,2,
"$2,500",1901 Yonge Street,M4S,2,2,862
"$2,175",208 Queens Quay West,M5J,1,1,560
"$2,150",25 Telegram Mews,M5V,1,1,590
"$3,500",1121 Bay Street,M5S,2,2,
"$2,940",320 Richmond Street East,M5A,2,2,850
"$2,500",210 Simcoe Street,M5T,2,1,755
"$1,850",115 Blue Jays Way,M5V,1,1,
"$2,000",27 Bathurst Street,M5V,1,1,500
"$1,975",460 Adelaide Street East,M5A,1,1,620
"$2,150",25 The Esplanade,M5E,1,1,650
"$2,080",35 Balmuto Street,None,1,1,610
"$1,950",66 Portland Street,M5V,1,1,570
"$2,000",832 Bay Street,M5S,1,1,613
"$2,800",88 Harbour Street,M5J,2,2,
"$4,550",609 Avenue Road,M4V,2,2,1055
"$2,150",30 Nelson Street,M5V,1,0,
"$1,950",209 Fort York Boulevard,M5V,1,1,635
"$2,000",101 Peter Street,M5V,1,1,500
"$1,900",1 Belsize Drive,M4S,1,1,540
"$3,600",75 Queens Wharf Road,M5V,3,2,1050
"$1,995",50 McCaul Street,M5T,1,1,572
"$2,100",8 Mercer Street,M5V,1,1,623
"$1,880",770 Bay Street,M5G,1,1,
"$2,500",38 Grenville Street,M4Y,1,1,700
"$3,750",1 Belsize Drive,M4S,2,2,900
"$2,400",25 Telegram Mews,M5V,1,1,630
"$3,000",80 Queens Wharf Road,M5V,2,2,736
"$2,050",150 East Liberty Street,M6K,1,1,600
"$2,100",4 Spadina Avenue,M5V,1,1,
"$1,800",251 Jarvis Street,M5B,1,1,
"$2,150",85 Wood Street,M4Y,1,1,
"$1,900",650 King Street West,M5V,1,1,
"$3,200",230 Queens Quay West,M5J,2,2,
"$2,000",115 Blue Jays Way,M5V,1,1,
"$2,100",15 Merchants' Wharf,M5A,1,0,724
"$2,000",200 Sackville Street,M5A,1,1,
"$2,350",21 Iceboat Terrace,M5V,1,1,
"$2,800",38 Grand Magazine Street,M5V,2,1,
"$2,975",197 Yonge Street,M5B,2,2,
"$2,000",1 Market Street,M5E,1,1,
"$2,650",70 Temperance Street,M5H,1,0 ½,575
"$1,900",25 Oxley Street,M5V,1,1,
"$2,000",151 Dan Leckie Way,M5V,1,1,652
"$1,950",85 Wood Street,M4Y,1,1,
"$1,800",181 Dundas Street East,M5A,1,1,
"$2,600",151 Avenue Road,M5R,1,2,
"$2,000",68 Shuter Street,M5B,1,1,
"$2,350",88 Scott Street,M5E,1,1,650
"$2,300",205 Manning Avenue,M6J,1,1,
"$2,200",10 Navy Wharf Court,M5V,1,1,650
"$2,900",170 Bayview Avenue,M5A,2,2,770
"$3,250",21 Iceboat Terrace,M5V,1,1,600
"$3,100",102 Bloor Street West,M5S,2,1 ½,1010
"$2,150",608 Richmond Street West,M5V,1,1,500
"$2,300",151 Dan Leckie Way,M5V,1,0,
"$2,380",16 Bonnycastle Street,M5A,1,1,
"$2,150",85 Wood Street,M4Y,1,1,
"$3,300",85 Wood Street,M4Y,3,2,810
"$2,950",14 York Street,M5J,2,1,
"$4,200",151 Avenue Road,M5R,2,2,1012
"$3,750",170 Avenue Road,M5R,2,2,872
"$1,875",70 Temperance Street,M5H,1,1,
"$2,000",120 Parliament Street,M5A,1,1,
"$5,000",28 Linden Street,M4Y,3,2 ½,1560
"$2,100",15 Fort York Boulevard,M5V,1,1,599
"$1,950",70 Carlton Street,M5B,1,1,585
"$2,600",25 Telegram Mews,M5V,2,2,
"$3,000",50 Wellesley Street East,M4Y,2,2,
"$1,400",10 Yonge Street,M5E,2,2,1000
"$2,100",75 Saint Nicholas Street,M4Y,1,1,
"$2,100",181 Dundas Street East,M5A,1,1,600
"$3,050",488 University Avenue,M5G,2,2,
"$1,900",181 Dundas Street East,M5A,1,1,
"$1,700",251 Jarvis Street,M5B,1,1,400
"$2,550",15 Maitland Place,M4Y,2,1,830
"$2,750",955 Bay Street,M5S,2,2,
"$2,900",386 Yonge Street,M5G,2,2,860
"$1,950",8 Eglinton Avenue East,M4P,1,1,509
"$3,000",15 Merchants' Wharf,M5A,2,2,850
"$2,625",55 Bremner Boulevard,M5J,1,1,595
"$2,050",47 Lower River Street,M5A,1,1,520
"$1,900",68 Shuter Street,M5B,1,1,
"$1,995",115 Blue Jays Way,M5V,1,1,
"$2,050",8 The Esplanade,M5E,1,1,
"$2,050",88 Harbour Street,M5J,1,1,
"$2,200",70 Temperance Street,M5H,1,1,500
"$1,925",181 Dundas Street East,M5A,1,1,
"$2,400",1638 Bloor Street West,M6P,1,1,
"$2,350",633 Bay Street,M5G,1,1 ½,833
"$1,950",85 Wood Street,M4Y,1,1,
"$1,900",70 Temperance Street,M5H,1,1,492
"$1,975",18 Yonge Street,M5E,1,1,
"$2,150",10 Capreol Court,M5V,1,1,
"$2,950",222 The Esplanade,M5A,2,1,900
"$2,700",125 Peter St,M5V,2,1,945
"$2,000",188 Cumberland Street,M5R,1,1,
"$2,100",1 Belsize Drive,M4S,1,1,
"$1,800",251 Jarvis Street,M5B,1,1,
"$2,400",576 Front Street West,M5V,2,2,700
"$1,900",1 Belsize Drive,M4S,1,1,535
"$2,100",15 Queens Quay East,M5E,1,1,
"$2,100",8 Scollard Street,M5R,1,1,
"$2,300",25 Carlton Street,M5B,1,1,652
"$3,100",1030 King Street West,M6K,2,2,
"$2,500",90 Stadium Road,M5V,1,1,700
"$2,050",161 Roehampton Avenue,M4P,1,1,
"$2,200",22 Wellesley Street East,M4Y,2,1,680
"$2,100",45 Charles Street East,M4Y,1,2,
"$1,890",161 Roehampton Avenue,M4P,1,1,
"$2,200",8 The Esplanade,M5E,1,1,
"$2,350",250 Queens Quay West,M5J,1,1,
"$1,950",120 Parliament Street,M5A,1,1,
"$1,950",58 Orchard View Boulevard,M4R,1,1,560
"$2,100",66 Portland Street,M5V,1,1,560
"$2,500",300 Front Street West,M5V,1,1,
"$2,100",295 Adelaide Street West,M5V,1,1,
"$1,850",125 Blue Jays Way,M5V,1,1,514
"$2,595",88 Scott Street,M5E,1,1,
"$2,600",88 Harbour Street,M5J,1,1,
"$1,850",159 Dundas Street East,M5B,1,1,565
"$2,400",1190 Dundas Street East,M4M,1,1,
"$2,100",20 Minowan Miikan Lane,M6J,1,1,
"$2,450",609 Avenue Road,M4V,2,2,644
"$2,975",500 Queens Quay West,M5V,2,2,1200
"$2,000",25 Stafford Street,M5V,1,1,500
"$1,850",576 Front Street West,M5V,1,1,575
"$1,950",69 Lynn Williams Street,M6K,1,1,500
"$2,350",90 Trinity Street,M5A,1,1,
"$3,100",14 York Street,M5J,2,2,
"$3,600",300 Front Street West,M5V,2,2,
"$1,950",161 Roehampton Avenue,M4P,1,1,533
"$1,800",58 Orchard View Boulevard,M4R,1,1,
"$2,050",251 Jarvis Street,M5B,2,1,573
"$2,400 - $2,450",50 McCaul Street,M5T,1 - 2,1 - 2,618-704
"$2,950",88 Harbour Street,M5J,3,2,
"$1,950",38 Joe Shuster Way,M6K,1,1,
"$2,200",77 Shuter Street,M5B,1,1,605
"$2,750",28 Ted Rogers Way,M4Y,2,1,782
"$2,900",18 Yonge Street,M5E,2,2,850
"$2,700",4 K Spadina Ave,M5V,2,2,800
"$3,200",8 The Esplanade,M5E,1,2,760
"$1,800",1055 Bay Street,M5S,1,1,
"$2,150",955 Bay Street,M5S,1,1,
"$2,200",28 Ted Rogers Way,M4Y,1,1,600
"$1,500",783 Bathurst Street,M5S,1,1,720
"$2,000",25 Telegram Mews,M5V,1,1,650
"$2,300",155 Yorkville Ave | Unit: 2615,M5R,1,1,405
"$2,600",251 Jarvis Street,M5B,2,2,
"$1,850",215 Queen Street West,M5V,1,1,400
"$2,400",45 Charles Street East,M4Y,1,2,746
"$1,690",5 Soudan Avenue,M4S,1,1,380
"$2,000",11 Wellesley Street West,M4Y,1,1,
"$1,400",10 Yonge Street,M5E,2,2,1000
"$2,550",85 Wood Street,M4Y,2,1,
"$2,950",25 Lower Simcoe Street,M5J,1,1,
"$4,999",7 Grenville Street,M4Y,2,1 ½,1357
"$2,800",525 Adelaide Street West,M5V,1,2,
"$1,950",88 Cumberland Street,M5R,1,1,510
"$1,800",460 Adelaide Street East,M5A,1,1,
"$2,400",11 Wellesley Street West,M4Y,1,1,
"$2,250",25 Telegram Mews,M5V,1,1,660
"$2,400",212 Eglinton Avenue East,M4P,1,1,742
"$2,000",30 Roehampton Avenue,M4P,1,1,
"$2,000",89 McGill Street,M5B,1,1,
"$2,400",300 Front Street West,M5V,1,1,
"$2,195",197 Yonge Street,M5B,1,1,559
"$2,800",295 Adelaide Street West,M5V,2,2,
"$2,950",125 Redpath Avenue,M4S,2,2,
"$2,500",70 Queens Wharf Road,M5V,1,1,
"$2,480",403 Church Street,M5B,1,1 ½,747
"$2,300",75 Queens Wharf Road,M5V,1,1,
"$2,150",300 Bloor Street East,M4W,1,1,700
"$2,380",35 Mariner Terrace,M5V,1,1,
"$2,100",50 Bruyeres Mews,M5V,1,1,
"$2,095",209 Fort York Boulevard,M5V,1,1,
"$2,350",51 East Liberty Street,M6K,1,2,680
"$1,995",10 Navy Wharf Court,M5V,1,1,
"$3,200",35 Hayden Street,M4Y,2,2,899
"$2,550",36 Lisgar Street,M6J,2,2,600
"$2,100",101 Peter Street,M5V,1,1,
"$2,300",70 Distillery Lane,M5A,1,1,650
"$2,700",5 Soudan Avenue,M4S,2,2,
"$2,700",330 Adelaide Street East,M5A,2,2,
"$2,250",33 Bay Street,M5J,1,1,600
"$3,100",11 Saint Joseph Street,M4Y,2,2,895
"$1,795",20 Minowan Miikan Lane,M6J,1,1,491
"$2,200",15 Merchants' Wharf,M5A,1,1,
"$2,480",159 Dundas Street East,M5B,2,2,
"$3,300",20 Blue Jays Way,M5V,2,2,
"$2,195",115 Blue Jays Way,M5V,1,0 ½,560
"$2,099",629 King Street West,M5V,1,1,500
"$2,500",801 Bay Street,M5S,1,1,
