Rent,Address,Zip,num_bedrooms,num_bathrooms,num_sqft
"$2,600",25 Queens Quay East,M5E,1,2,661
"$2,300",251 Jarvis Street,M5B,2,1,592
"$2,350",386 Yonge Street,M5G,1,1,
"$1,950 - $3,450",300 Front Street West,M5V,1 - 3,1 - 2,572-988
"$2,850",65 East Liberty Street,M6K,2,2,950
"$2,000",125 Blue Jays Way,M5V,1,1,528
"$3,500",20 Blue Jays Way,M5V,2,2,
"$3,500",60 Colborne Street,M5E,2,2,
"$1,850",629 King Street West,M5V,1,1,
"$3,200",1121 Bay Street,M5S,2,1,800
"$2,300",1 Shaw Street,M6K,1,1,683
"$2,450",197 Yonge Street,M5B,1,1,643
"$1,750",812 Lansdowne Avenue,M6H,1,1,516
"$2,250",8 The Esplanade,M5E,1,1,638
"$1,750",161 Roehampton Avenue,M4P,1,1,500
"$2,700",95 Lombard Street,M5C,1,1,825
"$2,100",20 Blue Jays Way,M5V,1,1,
"$3,200",10 Capreol Court,M5V,2,2,
"$2,350",36 Lisgar Street,M6J,2,2,
"$2,400",60 Colborne Street,M5E,1,1,650
"$2,200",251 Jarvis Street,M5B,2,1,
"$1,850",210 Simcoe Street,M5T,1,1,496
"$1,900",17 Dundonald Street,M4Y,1,1,
"$2,100",320 Richmond St E,M5A,2,1,700
"$2,500",525 Adelaide Street West,M5V,1,2,665
"$2,195",15 Merchants' Wharf,M5A,1,1,625
"$2,700",55 Bremner Boulevard,M5J,1,1,650
"$2,200",628 Fleet Street,M5V,1,1,650
"$2,700",55 Bremner Boulevard,M5J,1,1,650
"$2,800",8 York Street,M5J,2,2,990
"$2,950",832 Bay Street,M5S,2,2,826
"$1,900",27 Bathurst Street,M5V,1,1,500
"$3,195",347 Sorauren Avenue,M6R,1,1,1150
"$3,500",223 Saint Clair Avenue West,M4V,2,2,1079
"$1,890",45 Charles Street East,M4Y,1,1,
"$2,050",60 Berwick Avenue,M5P,1,1,
"$2,000",39 Brant Street,M5V,1,1,
"$2,150",21 Nelson Street,M5V,1,1,600
"$2,075",25 Lower Simcoe Street,M5J,1,1,575
"$2,150",181 Dundas Street East,M5A,2,1,
"$1,850",125 Peter Street,M5V,1,1,
"$2,350",8 Eglinton Avenue East,M4P,1,2,620
"$2,500",955 Bay Street,M5S,2,2,
"$2,600",126 Simcoe Street,M5H,2,2,780
"$2,200",181 Dundas Street East,M5A,2,1,
"$2,200",478 King Street West,M5V,1,1,630
"$3,650",120 Parliament Street,M5A,2,2,995
"$2,995",11 Charlotte Street,M5V,2,1,824
"$2,750",38 Dan Leckie Way,M5V,2,2,
"$2,880",25 Telegram Mews,M5V,2,2,800
"$2,075",75 East Liberty Street,M6K,1,0 ½,571
"$4,499",111 Bathurst Street,M5V,2,2,
"$1,950",25 Capreol Court,M5V,1,1,
"$3,000",Edgewater Drive,M5A,2,2,12
"$2,450",42 Charles Street East,M4Y,2,1,932
"$2,950",750 Bay Street,M5G,2,2,1000
"$2,100",15 Merchants' Wharf,M5A,1,1,550
"$3,000",218 Queens Quay West,M5J,2,2,900
"$1,680 - $2,000",1030 King Street West,M6K,0 - 1,1,370-450
"$1,800",812 Lansdowne Avenue,M6H,1,1,590
"$2,000",14 York Street,M5J,1,1,
"$2,450",576 Front Street West,M5V,2,2,
"$2,325",15 Queens Quay East,M5E,1,1,602
"$2,500",1005 King Street West,M6K,1,1,
"$2,275",25 Lower Simcoe Street,M5J,1,1,650
"$2,780",320 Richmond Street East,M5A,2,2,825
"$2,800",22 Wellesley Street East,M4Y,2,2,950
"$2,850",100 Harbour Street,M5J,2,2,800
"$2,200",231 Fort York Boulevard,M5V,1,1,663
"$1,950",38 Niagara Street,M5V,1,1,
"$10,500",183 Wellington Street West,M5V,2,2 ½,2525
"$1,895",36 Howard Park Avenue,M6R,1,1,500
"$7,000",183 Wellington Street West,M5V,2,2,1400
"$2,050",7 Grenville Street,M4Y,1,1,519
"$1,775",68 Abell Street,M6J,1,1,590
"$2,400",Hillsdale Avenue East,None,2,2,600
"$2,600",68 Abell Street,M6J,2,2,
"$1,900",120 Parliament Street,M5A,1,1,550
"$3,100",35 Balmuto Street,None,2,2,905
"$2,050",711 Bay Street,M5G,1,1,
"$1,900",85 Queens Wharf Road,M5V,1,1,
"$3,000",80 Mill Street,M5A,2,2,1000
"$2,700",39 Queens Quay East,M5A,1,1,
"$2,600",38 Grenville Street,M4Y,1,1,
"$1,875",251 Jarvis Street,M5B,1,1,
"$2,050",8 Eglinton Avenue East,M4P,1,1,
"$2,300",10 Queens Quay West,M5J,1,1,750
"$2,200",42 Charles Street East,M4Y,1,1,560
"$2,000",576 Front Street West,M5V,1,1,
"$1,950",629 King Street West,M5V,1,1,510
"$1,950",11 Wellesley Street West,M4Y,1,1,
"$1,800",494 Avenue Road,M4V,1,1,
"$1,995",15 Queens Quay East,M5E,1,1,
"$2,300",85 East Liberty Street,M6K,1,1,
"$1,875",629 King Street West,M5V,1,1,
"$3,300",5 Saint Joseph Street,M4Y,2,2,789
"$1,775",816 Lansdowne Avenue,M6H,1,1,625
"$2,400",30 Ordnance Street,M6K,2,1,
"$2,300",105 The Queensway,M6S,1,1 ½,620
"$2,750",1 Bedford Road,M5R,1,1 ½,670
"$2,045",117 Gerrard Street East,M5B,1,1,
"$2,500",161 Roehampton Avenue,M4P,2,2,750
"$2,600",4 Spadina Avenue,M5V,2,2,755
"$2,300",942 Yonge St | Unit: 712,M4W,1,1,700
"$2,300",51 Lower Simcoe Street,M5J,1,0 ½,650
"$1,800",8 Eglinton Avenue East,M4P,1,1,500
"$3,100",38 Grenville Street,M4Y,2,2,
"$2,600",637 Lake Shore Boulevard West,M5V,1,1,
"$3,500",65 Saint Mary Street,M5S,2,2,
"$2,090",629 King Street West,M5V,1,1,450
"$2,800",90 Queens Wharf Road,M5V,2,2,857
"$1,800",403 Church Street,M5B,1,1,565
"$1,750",816 Lansdowne Avenue,M6H,1,1,535
"$1,995",209 Fort York Boulevard,M5V,1,1,
"$2,300",25 Lower Simcoe Street,M5J,1,1,
"$2,350",197 Yonge Street,M5B,1,1,
"$2,150",150 East Liberty Street,M6K,1,1,
"$3,750",197 Yonge Street,M5B,3,2,900
"$1,980",197 Yonge Street,M5B,1,1,580
"$3,500",1 Market Street,M5E,2,2,950
"$2,350",80 Western Battery Road,M6K,1,1,
"$2,100",11 Brunel Court,M5V,1,1,
"$2,000",38 Stewart Street,M5V,1,1,
"$2,050",115 Blue Jays Way,M5V,1,1,
"$2,350",225 Sackville Street,M5A,1,2,670
"$2,000",85 Wood Street,M4Y,1,1,
"$2,150",15 Queens Quay East,M5E,2,1,650
"$6,400",183 Wellington St W | Unit: 2301,M5V,2,2,1512
"$3,300",125 Peter Street,M5V,2,2,
"$1,500",750 Bay Street,M5G,1,1,885
"$1,850",15 Fort York Boulevard,M5V,1,1,
"$3,200",15 Grenville Street,M4Y,2,2,
"$3,500",85 Queens Wharf Road,M5V,3,2,
"$2,350",161 Roehampton Avenue,M4P,2,2,750
"$4,500",88 Cumberland Street,M5R,2,2,998
"$2,000",87 Peter Street,M5V,1,1,
"$2,350",20 Blue Jays Way,M5V,1,1,645
"$2,250",390 Cherry Street,M5A,1,1,549
"$1,900",290 Adelaide Street West,M5V,1,1,
"$2,250",68 Merton Street,M4S,1,2,
"$1,800",375 King Street West,M5V,1,1,575
"$2,300",70 Temperance Street,M5H,1,1,500
"$2,399",20 Tubman Avenue,M5A,1,1,700
"$1,995",501 Adelaide Street West,M5V,1,1,600
"$2,100",8 Eglinton Avenue East,M4P,1,1,
"$1,950",300 Front Street West,M5V,1,1,
"$2,300",21 Grand Magazine Street,M5V,1,1,721
"$2,800",111 Saint Clair Avenue West,M4V,2,2,
"$2,050",120 Parliament Street,M5A,1,1,
"$1,900",68 Abell Street,M6J,1,1,
"$1,950",185 Roehampton Avenue,M4P,1,1,
"$2,200",250 Wellington Street West,M5V,1,1,588
"$1,950",323 Richmond Street East,M5A,1,1,600
"$2,900",130 Rusholme Road,M6H,2,2,
"$1,900",251 Jarvis Street,M5B,1,1,500
"$2,450",42 Charles Street East,M4Y,2,1,
"$2,200",460 Adelaide Street East,M5A,1,1,610
"$2,200",70 Temperance Street,M5H,1,1,500
"$1,995 - $2,295",20 John St | Unit: 200,M5V,1,1,445
"$1,950",560 Front Street West,M5V,1,1,580
"$2,200",8 Scollard Street,M5R,1,1,
"$2,200",608 Richmond Street West,M5V,1,1,
"$2,700",30 Ordnance Street,M6K,2,2,801
"$2,175",8 Mercer St,M5V,1,1,630
"$2,375",8 York Street,M5J,1,1 ½,715
"$2,495 - $3,495",1 King Street West,M5C,0 - 1,1,
"$1,850",115 Richmond Street East,M5C,1,1,
"$2,650",Adelaide Street West,None,1,2,
"$2,200",608 Richmond Street West,M5V,1,1,604
"$3,000",185 Roehampton Avenue,M4P,2,2,650
"$2,550",210 Simcoe Street,M5T,1,1,
"$2,600",150 East Liberty Street,M6K,2,2,800
"$2,501",85 Wood Street,M4Y,1,1,
"$2,450",300 Front Street West,M5V,1,1,
"$1,900",87 Peter Street,M5V,1,1,460
"$3,000",14 York Street,M5J,2,2,700799
"$2,250",750 Bay Street,M5G,1,1,716
"$3,100",75 Queens Wharf Road,M5V,2,2,1008
"$3,000",22 Leader Lane,M5E,1,1,650
"$1,950",3 Navy Wharf Court,M5V,1,1,620
"$2,800",330 Adelaide Street East,M5A,2,2,
"$2,200",8 Eglinton Avenue East,M4P,1,2,600
"$2,300",33 Bay Street,M5J,1,1,530
"$2,350",20 Bruyeres Mews,M5V,1,1,750
"$3,000",955 Bay Street,M5S,2,2,750
"$2,700",14 York Street,M5J,2,2,
"$2,150",101 Peter St | Unit: 701,M5V,1,1,609
"$3,300",11 Brunel Court,M5V,2,2,938
"$4,200",1 Bloor Street East,M4W,2,2,800
"$3,050",20 Bruyeres Mews,M5V,2,2,990
"$3,300",1 Bloor Street East,M4W,2,2,
"$2,800",12 York Street,M5J,2,2,
"$3,296",151 Dan Leckie Way,M5V,2,2,
"$2,400",576 Front Street West,M5V,1,1,
"$1,950",Fort York Boulevard,M5V,1,1,500
"$2,600",140 Simcoe Street,M5H,2,1,650
"$1,900",101 Erskine Avenue,M4P,1,1,
"$2,150",1 King Street West,M5C,1,1,
"$2,050",410 Queens Quay West,M5V,1,1,
"$2,150",1005 King Street West,M6K,1,1,
"$1,790",69 Lynn Williams Street,M6K,1,1,
"$2,250",89 Dunfield Avenue,None,1,1,700
"$2,450",120 Parliament Street,M5A,2,2,
"$2,300",8 Eglinton Avenue East,M4P,1,2,
"$2,050",25 Telegram Mews,M5V,1,1,
"$2,950",55 Centre Avenue,M5G,2,2,1066
"$2,200",11 Wellesley Street West,M4Y,1,1,
"$2,050",576 Front Street West,M5V,1,1,
"$2,100",155 Yorkville Avenue,M5R,1,1,550
"$2,200",560 Front Street West,M5V,1,1,500
"$1,300",215 Queen Street West,M5V,2,1,750
"$2,100",535 Parliament Street,M4X,1,1,
"$3,100",51 Lower Simcoe Street,M5J,2,2,
"$1,850",816 Lansdowne Avenue,M6H,1,1,545
"$2,150",30 Roehampton Avenue,M4P,1,2,600
"$2,150",70 Temperance Street,M5H,1,1,
"$2,100",2131 Yonge Street,M4S,1,0 ½,650
"$2,150",Queens Quay East,None,1,1,
"$2,350",231 Fort York Boulevard,M5V,1,1,663
"$2,075",8 York Street,M5J,1,1,
"$2,375",36 Lisgar Street,M6J,2,2,
"$2,250",770 Bay Street,M5G,1,1,597
"$2,850",28 Ted Rogers Way,M4Y,2,1,
"$2,200",50 Bruyeres Mews,M5V,1,1,
"$1,575",99 Howard Street,M4X,1,1,
"$1,850",161 Roehampton Avenue,M4P,1,1,499
"$2,400",80 John Street,M5V,1,1,
"$1,700 - $4,200",50 John Street,M5V,0 - 2,1 - 2,365-1230
"$6,500",10 York Street,M5J,2,2,
"$2,550",43 Eglinton Avenue East,M4P,2,1,700
"$2,250",455 Front Street East,M5A,1,1,545
"$2,195",170 Bayview Avenue,M5A,1,1,
"$3,300",38 Grenville Street,M4Y,2,2,
"$2,580",70 Carlton Street,M5B,1,2,
"$1,900",120 Parliament Street,M5A,1,1,565
"$2,850",65 Bremner Boulevard,M5J,2,2,
"$1,800",115 Blue Jays Way,M5V,1,1,495
"$3,000",10 Navy Wharf Court,M5V,2,2,1220
"$1,900",115 Blue Jays Way,M5V,1,1,
"$2,050",68 Abell Street,M6J,1,1,
"$3,900",20 Scrivener Square,M4W,2,1,820
"$2,050",15 Queens Quay East,M5E,1,1,570
"$1,800",115 Blue Jays Way,M5V,1,1,
"$1,725",251 Jarvis Street,M5B,1,1,484
"$2,500",188 Cumberland Street,M5R,1,1,530
"$2,000",53 McCaul Street,M5T,1,1,600
"$2,780",1 Saint Johns Road,M6P,1,1,
"$2,800",21 Nelson Street,M5V,2,2,
"$2,600",33 Charles St E,M4Y,1,1,903
"$1,990",125 Redpath Avenue,M4S,1,1,500
"$2,295",570 Bay Street,M5G,1,1,565
"$2,850",30 Nelson Street,M5V,2,2,
"$1,980",35 Balmuto Street,None,1,1,
"$2,000",35 Hayden Street,M4Y,1,1,
"$2,750",77 Shuter Street,M5B,2,2,
"$2,100",281 Mutual Street,M4Y,1,1,
"$1,999",55 Bremner Blvd,M5J,1,1,552
"$2,350",36 Lisgar Street,M6J,2,2,600
"$2,750",170 Sumach Street,M5A,2,2,
"$3,200",85 Wood Street,M4Y,2,2,
"$2,200",219 Fort York Boulevard,M5V,1,1,648
"$2,475",11 Brunel Court,M5V,1,1,
"$3,150",8 York Street,M5J,2,2,1092
"$2,200",410 Queens Quay West,M5V,1,1,600
"$1,900",8 Eglinton Avenue East,M4P,1,1,466
"$2,650",38 Joe Shuster Way,M6K,2,1,650
"$1,950",224 King Street West,M5H,1,1,
"$1,995",25 Stafford Street,M5V,1,1,
"$2,300",365 Church Street,M5B,1,1,
"$1,825",120 Parliament Street,M5A,1,1,
"$2,100",832 Bay Street,M5S,1,1,
"$2,200",85 Bloor Street East,M4W,1,1,509
"$2,150",5 Hanna Avenue,M6K,1,1,580
"$2,200",168 Simcoe Street,M5H,1,1,
"$2,095",1420 Dupont Street,M6H,2,1,650
"$2,300",478 King Street West,M5V,1,1,630
"$2,650",28 Wellesley Street East,M4Y,2,1,
"$2,200",10 York Street,M5J,1,1,
"$2,050",85 Queens Wharf Road,M5V,1,1,
"$2,350",25 Capreol Court,M5V,1,1,650
"$2,150",15 Fort York Boulevard,M5V,1,1,587
"$2,080",101 Erskine Avenue,M4P,1,1,
"$2,000",120 Parliament Street,M5A,1,1,
"$2,395",816 Lansdowne Avenue,M6H,2,2,920
"$2,050",200 Dundas Street East,M5A,2,1,
"$2,100",111 Elizabeth Street,M5G,1,1,675
"$2,300",5 Hanna Avenue,M6K,1,2,610
"$2,850",125 Blue Jays Way,M5V,2,2,786
"$2,775",390 Cherry St | Unit: 3204,M5A,2,2,900
"$2,050",88 Harbour Street,M5J,1,1,
"$2,600",14 York St | Unit: Suite 506,M5J,2,1,
"$1,900",38 Stewart Street,M5V,1,1,
"$2,780",231 Fort York Boulevard,M5V,2,2,
"$2,000",230 Queens Quay West,M5J,1,1,600
"$1,950",8 Joe Shuster Way,M6K,1,1,
"$2,200",30 Ordnance Street,M6K,2,1,680
"$2,280",101 Charles Street East,M4Y,1,1,
"$1,950",151 Dan Leckie Way,M5V,1,1,
"$2,650",70 Temperance Street,M5H,2,1,
"$1,800",8 Dovercourt Road,M6J,1,1,500
"$1,900",1 Belsize Drive,M4S,1,1,535
"$2,300",383 Sorauren Avenue,M6R,1,1,
"$3,500",87 Peter Street,M5V,3,2,825
"$1,900",181 Dundas Street East,M5A,1,1,
"$3,200",8 Mercer Street,M5V,2,2,
"$2,249",750 Bay Street,M5G,1,1,700
"$2,850",15 Merchants' Wharf,M5A,1,2,
"$2,050",185 Roehampton Avenue,M4P,1,1,
"$2,700",60 Tannery Road,M5A,2,2,850
"$1,980",386 Yonge Street,M5G,1,1,518
"$2,300",205 Frederick Street,M5A,1,1,650
"$1,900",150 Sudbury Street,M6J,1,1,500
"$1,850",181 Dundas Street East,M5A,1,1,
"$2,300",1030 King Street West,M6K,1,1,630
"$2,150",120 Parliament Street,M5A,1,1,588
"$2,600",199 Richmond Street West,M5V,1,1,
"$1,899",1001 Bay Street,M5S,1,1,
"$2,350",300 Front Street West,M5V,1,1,600
"$3,000",353 Beech Avenue,M4E,1,1,800
"$3,100",889 Bay Street,M5S,2,2,950
"$3,000",375 King Street West,M5V,2,2,
"$2,450",88 Blue Jays Way,M5V,1,1,624
"$2,800",38 Dan Leckie Way,M5V,2,2,
"$3,200",209 Fort York Boulevard,M5V,2,2,
"$2,200",22 Leader Lane,M5E,1,1,500
"$2,995",112 George Street,M5A,2,2,
"$3,100",210 Victoria Street,M5B,2,2,1030
"$2,200",270 Wellington Street West,M5V,1,1,550
"$3,000",135 George Street South,M5A,2,1,
"$2,400",525 Adelaide Street West,M5V,1,1,
"$2,200",318 Richmond Street West,M5V,1,1,
"$2,200",11 Wellesley Street West,M4Y,1,1,
"$1,925",460 Adelaide Street East,M5A,1,1,
"$2,600",19 Grand Trunk Crescent,M5J,2,2,948
"$2,050",17 Dundonald Street,M4Y,1,1,580
"$3,000",75 Queens Wharf Road,M5V,2,2,
"$2,100",Lake Shore Boulevard East,None,1,0 ½,650
"$2,500",426 University Avenue,M5G,2,1,
"$1,900",150 Sudbury Street,M6J,1,1,
"$1,900",115 Richmond Street East,M5C,1,1,
"$2,250",400 Adelaide Street East,M5A,1,2,673
"$1,925",833 King Street West,M5V,1,1,670
"$2,200",460 Adelaide Street East,M5A,1,1,
"$2,200",352 Front Street West,M5V,1,1,
"$2,000",27 Bathurst Street,M5V,1,1,
"$2,222",140 Simcoe Street,M5H,1,1,688
"$5,000",85 Queens Wharf Road,M5V,2,2,850
"$2,000",170 Bayview Avenue,M5A,1,1,
"$2,200",750 Bay Street,M5G,1,1,730
"$2,600",125 Peter Street,M5V,2,1,655
"$1,900",576 Front Street West,M5V,1,1,
"$3,500",125 Peter Street,M5V,3,2,1200
"$1,800",125 Redpath Avenue,M4S,1,1,459
"$1,900",8 Eglinton Avenue East,M4P,1,1,
"$2,100",181 Dundas Street East,M5A,1,1,600
"$1,800",181 Dundas Street East,M5A,1,1,
"$2,000",100 Western Battery Road,M6K,1,1,555
"$2,200",16 Yonge Street,M5J,1,2,
"$3,000",80 John Street,M5V,1,1,700799
"$1,850",115 Blue Jays Way,M5V,1,1,460
"$2,100",1 The Esplanade,M5E,1,1,600
"$2,950",600 Queens Quay West,M5V,2,2,1000
"$2,280",3 Navy Wharf Court,M5V,1,1,
"$4,750",20 Blue Jays Way | Unit: 2122,M5V,3,2 ½,1800
"$2,750",170 Sumach Street,M5A,2,2,
"$2,350",20 Gladstone Avenue,M6J,2,1,
"$2,600",222 The Esplanade,M5A,1,1,700
"$2,600",150 Sudbury Street,M6J,1,1,670
"$2,950",955 Bay Street,M5S,2,2,713
"$3,000",65 Bremner Boulevard,M5J,2,2,
"$1,800",150 Beverley Street,M5T,1,3,600
"$1,800",150 Beverley Street,M5T,1,3,650
"$2,300",Edgewater Drive,M5A,1,1,758
"$1,950",18 Stafford Street,M5V,1,1,
"$2,000",120 Parliament Street,M5A,1,1,599
"$2,300",161 Roehampton Avenue,M4P,1,2,
"$2,595",125 Peter Street,M5V,2,1,945
"$2,150",90 Queens Wharf Road,M5V,1,1,
"$2,400",761 Bay Street,M5G,1,1,500
"$2,100",250 Wellington Street West,M5V,1,1,
"$2,450",125 Redpath Avenue,M4S,1,1,
"$2,200",410 Queens Quay West,M5V,1,1,650
"$2,200",85 Bloor Street East,M4W,1,1,
"$2,100",8 Eglinton Avenue East,M4P,1,1,
"$6,000",5 Mariner Terrace,M5V,2,2,1200
"$2,075",50 Lynn Williams Street,M6K,1,1,
"$2,150",155 Yorkville Avenue,M5R,1,1,
"$2,150",89 Dunfield Avenue,None,1,2,600
"$2,000",38 Dan Leckie Way,M5V,1,1,672
"$2,250",151 Dan Leckie Way,M5V,1,1,
"$2,850",251 Jarvis Street,M5B,3,1,
"$1,980",88 Blue Jays Way,M5V,1,1,
"$3,000",85 East Liberty Street,M6K,2,2,850
"$2,100",18 Harbour Street,M5J,1,1,626
"$2,050",89 McGill Street,M5B,1,1,
"$2,500",85 Wood Street,M4Y,2,1,
"$2,300",85 Queens Wharf Road,M5V,1,1,
"$2,350",170 Bayview Avenue,M5A,1,1,
"$2,150",4 Spadina Avenue,M5V,1,1,585
"$3,750",246 Logan Avenue,M4M,2,2,
"$3,250",250 Wellington Street West,M5V,2,2,1000
"$2,500",19 Brant Street,M5V,1,1,806
"$2,200",85 Wood Street,M4Y,1,1,
"$2,200",290 Adelaide Street West,M5V,1,1,400
"$2,950",8 Charlotte St,M5V,1,1,
"$2,200",25 Telegram Mews,M5V,1,1,670
"$2,200",5 Saint Joseph Street,M4Y,1,1,
"$2,700",1 Bloor Street East,M4W,1,2,
"$3,490",8 Charlotte Street,M5V,2,2,970
"$2,500",295 Adelaide Street West,M5V,2,2,
"$2,100",38 The Esplanade,M5E,1,1,665
"$2,200",159 Dundas Street East,M5B,1,1,560
"$2,450",230 Queens Quay West,M5J,1,1,600
"$2,400",138 Princess Street,M5A,1,1,670
"$1,800",403 Church Street,M5B,1,1,510
"$2,300",1420 Dupont Street,M6H,2,1,710
"$3,350",510 King Street East,M5A,2,2,
"$2,100",15 Iceboat Terrace,M5V,1,1,
"$2,045",117 Gerrard Street East,M5B,1,1,
"$2,650",103 The Queensway,M6S,2,2,
"$1,700",220 Victoria Street,M5B,1,1,
"$2,100",44 Saint Joseph Street,M4Y,1,1,850
"$2,200",89 Dunfield Avenue,None,1,1,650
"$3,000",38 Joe Shuster Way,M6K,2,2,725
"$2,150",801 King Street West,M5V,1,1,650
"$2,400",8 Scollard Street,M5R,1,1,
"$2,400",15 Iceboat Terrace,M5V,1,1,
"$2,350",10 York Street,M5J,1,1,
"$2,150",231 Fort York Boulevard,M5V,1,1,600
"$3,100",125 Western Battery Road,M6K,2,2,1023
"$1,950",208 Queens Quay West,M5J,1,1,
"$2,400",15 Merchants' Wharf,M5A,1,1,650
"$2,150",8 The Esplanade,M5E,1,1,
"$2,600",70 Queens Wharf Road,M5V,2,1,710
"$2,800",15 Iceboat Terrace,M5V,2,2,
"$2,350",318 Richmond Street West,M5V,1,1,
"$2,500",220 Victoria Street,M5B,1,1,
"$2,200",151 Avenue Road,M5R,1,1,
"$2,100",44 Saint Joseph Street,M4Y,1,1,850
"$2,000",955 Bay Street,M5S,1,1,
"$2,450",44 Saint Joseph Street,M4Y,1,1,540
"$2,350",461 Adelaide Street West,M5V,1,1,
"$2,250",70 Queens Wharf Road,M5V,1,1,600
"$3,000",90 Stadium Road,M5V,2,2,782
"$2,150",3 Navy Wharf Court,M5V,1,1,
"$2,100",85 Wood Street,M4Y,1,1,
"$2,750",15 Beverley Street,M5T,2,1,
"$4,885",111 Saint Clair Avenue West,M4V,2,2,1200
"$1,900",210 Simcoe Street,M5T,1,1,
"$2,150",11 Brunel Court,M5V,1,1,
"$2,900",15 Iceboat Terrace,M5V,2,2,
"$3,100",199 Richmond Street West,M5V,2,2,800
"$2,500",85 Wood Street,M4Y,2,1,
"$2,300",88 Harbour Street,M5J,1,1,
"$2,800",152 Saint Patrick Street,M5T,2,2,
"$2,900",101 Peter Street,M5V,2,1,
"$2,200",24 Wellesley Street West,M4Y,1,1,
"$2,600",650 Mount Pleasant Road,M4S,2,2,900
"$3,300",88 Cumberland Street,M5R,2,2,
"$2,950",7 King Street East,M5C,2,2,
"$3,000",750 Bay Street,M5G,2,2,
"$2,900",1 King Street West,M5C,2,2,1000
"$2,950",8 Charlotte Street,M5V,2,1,
"$2,700",65 Harbour Square,M5J,1,1,1100
"$2,700",1080 Bay Street,M5S,1,1,592
"$2,100",120 Parliament Street,M5A,1,1,565
"$2,100",170 Bayview Avenue,M5A,1,1,527
"$2,350",125 Western Battery Road,M6K,1,1,
"$2,200",33 Bay Street,M5J,1,1,
"$2,150",50 Lynn Williams Street,M6K,1,1,590
"$2,550",816 Lansdowne Avenue,M6H,2,2,825
"$2,450",19 Grand Trunk Crescent,M5J,2,1,
"$2,500",30 Gloucester Street,M4Y,2,1,
"$2,300",10 York Street,M5J,1,1,640
"$3,100",25 Capreol Court,M5V,2,2,
"$3,250",373 Front Street West,M5V,2,2,850
"$2,900",12 York Street,M5J,2,2,
"$1,795",816 Lansdowne Avenue,M6H,1,1,
"$2,100",650 Queen Street West,M6J,1,1,
"$2,780",85 Queens Wharf Road,M5V,2,2,
"$3,100",111 Elizabeth Street,M5G,2,2,855
"$3,850",151 Avenue Road,M5R,2,2,832
"$2,985",42 Charles Street East,M4Y,2,1,680
"$2,100",30 Ordnance Street,M6K,1,1,
"$2,500",101 Peter Street,M5V,1,1,560
"$2,360",85 Wood Street,M4Y,1,1,675
"$2,300",170 Sudbury Street,M6J,2,1,
"$2,100",11 Wellesley Street West,M4Y,1,1,
"$2,500",115 Blue Jays Way,M5V,2,1,725
"$1,980",197 Yonge Street,M5B,1,1,
"$2,900",1001 Bay Street,M5S,2,1,
"$1,695",Richardson Street,M5A,1,1,499
"$1,850",1420 Dupont Street,M6H,1,1,
"$2,500",16 Bonnycastle Street,M5A,1,1,699
"$2,300",205 Manning Avenue,M6J,1,1,650
"$1,900",460 Adelaide Street East,M5A,1,1,
